Id,Name,State,Year,ElectionID,Candidate,Party,votes_2cp,margin_2cp,margin_percentage_2cp,swing_2cp,Status,Note,source
24304,Page,NSW,2019,403,"DEEGAN, Patrick",Labor,43856,-20439,40.55,-7.15,,NA,NA
24303,Parkes,NSW,2019,403,"COULTON, Mark",Nationals,62859,31766,66.91,1.81,Elected,NA,NA
24303,Parkes,NSW,2019,403,"AYOUB, Jack",Labor,31093,-31766,33.09,-1.81,,NA,NA
24302,Parramatta,NSW,2019,403,"CAMENZULI, Charles",Liberal,39368,-5934,46.5,4.17,,NA,NA
24302,Parramatta,NSW,2019,403,"OWENS, Julie",Labor,45302,5934,53.5,-4.17,Elected,NA,NA
24282,Paterson,NSW,2019,403,"JOSHI, Sachin",Liberal,48471,-10877,44.96,5.7,,NA,NA
24282,Paterson,NSW,2019,403,"SWANSON, Meryl",Labor,59348,10877,55.04,-5.7,Elected,NA,NA
24355,Pearce,WA,2019,403,"TRAVERS, Kim",Labor,42445,-15033,42.48,-3.89,,NA,NA
24355,Pearce,WA,2019,403,"PORTER, Christian",Liberal,57478,15033,57.52,3.89,Elected,NA,NA
24339,Perth,WA,2019,403,"GORMAN, Patrick",Labor,48176,8646,54.93,1.6,Elected,NA,NA
24339,Perth,WA,2019,403,"GRAYDEN, Jim",Liberal,39530,-8646,45.07,-1.6,,NA,NA
24280,Petrie,Qld,2019,403,"HOWARTH, Luke",Liberal National Party of Queensland,59331,17065,58.4,6.75,Elected,NA,NA
24280,Petrie,Qld,2019,403,"MULHOLLAND, Corinne",Labor,42266,-17065,41.6,-6.75,,NA,NA
24319,Rankin,Qld,2019,403,"CHALMERS, Jim",Labor,47893,10922,56.44,-4.86,Elected,NA,NA
24319,Rankin,Qld,2019,403,"PATTISON, Clinton",Liberal National Party of Queensland,36971,-10922,43.56,4.86,,NA,NA
24299,Reid,NSW,2019,403,"CROSBY, Sam",Labor,43884,-5960,46.82,1.51,,NA,NA
24299,Reid,NSW,2019,403,"MARTIN, Fiona",Liberal,49844,5960,53.18,-1.51,Elected,NA,NA
24281,Richmond,NSW,2019,403,"ELLIOT, Justine",Labor,54251,8182,54.08,0.12,Elected,NA,NA
24281,Richmond,NSW,2019,403,"FRASER, Matthew",Nationals,46069,-8182,45.92,-0.12,,NA,NA
24261,Riverina,NSW,2019,403,"McCORMACK, Michael",Nationals,70136,39331,69.48,3.04,Elected,NA,NA
24261,Riverina,NSW,2019,403,"JEFFRESON, Mark",Labor,30805,-39331,30.52,-3.04,,NA,NA
24259,Robertson,NSW,2019,403,"WICKS, Lucy",Liberal,52100,8139,54.24,3.1,Elected,NA,NA
24259,Robertson,NSW,2019,403,"CHARLTON, Anne",Labor,43961,-8139,45.76,-3.1,,NA,NA
24356,Ryan,Qld,2019,403,"COSSAR, Peter",Labor,42403,-11620,43.97,2.95,,NA,NA
24356,Ryan,Qld,2019,403,"SIMMONDS, Julian",Liberal National Party of Queensland,54023,11620,56.03,-2.95,Elected,NA,NA
24330,Scullin,Vic,2019,403,"GILES, Andrew",Labor,65787,39765,71.66,2.08,Elected,NA,NA
24330,Scullin,Vic,2019,403,"SINGH, Gurpal",Liberal,26022,-39765,28.34,-2.08,,NA,NA
24258,Shortland,NSW,2019,403,"CONROY, Pat",Labor,54437,8894,54.45,-5.49,Elected,NA,NA
24258,Shortland,NSW,2019,403,"McGILL, Nell",Liberal,45543,-8894,45.55,5.49,,NA,NA
24251,Solomon,NT,2019,403,"GOSLING, Luke John",Labor,29240,3396,53.08,-3.01,Elected,NA,NA
24251,Solomon,NT,2019,403,"GANLEY, Kathy",Country Liberal,25844,-3396,46.92,3.01,,NA,NA
24344,Spence,SA,2019,403,"CHAMPION, Nick",Labor,65174,28719,64.13,-3.04,Elected,NA,NA
24344,Spence,SA,2019,403,"BOURNE, Kathleen",Liberal,36455,-28719,35.87,3.04,,NA,NA
24354,Stirling,WA,2019,403,"CONNELLY, Vince",Liberal,48289,9799,55.65,-0.47,Elected,NA,NA
24354,Stirling,WA,2019,403,"MARKEY, Melita",Labor,38490,-9799,44.35,0.47,,NA,NA
24365,Sturt,SA,2019,403,"STEVENS, James",Liberal,62404,15076,56.87,1.48,Elected,NA,NA
24365,Sturt,SA,2019,403,"O'HANLON, Cressida",Labor,47328,-15076,43.13,-1.48,,NA,NA
24353,Swan,WA,2019,403,"IRONS, Steve",Liberal,44333,4529,52.69,-0.9,Elected,NA,NA
24353,Swan,WA,2019,403,"BEAZLEY, Hannah",Labor,39804,-4529,47.31,0.9,,NA,NA
24257,Sydney,NSW,2019,403,"MUNRO, Jacqui",Liberal,29705,-35405,31.33,-3.36,,NA,NA
24257,Sydney,NSW,2019,403,"PLIBERSEK, Tanya",Labor,65110,35405,68.67,3.36,Elected,NA,NA
24352,Tangney,WA,2019,403,"BOSWELL, Marion",Labor,32144,-19131,38.53,-0.4,,NA,NA
24352,Tangney,WA,2019,403,"MORTON, Ben",Liberal,51275,19131,61.47,0.4,Elected,NA,NA
24329,Wannon,Vic,2019,403,"BILLI, Maurice",Labor,41156,-21577,39.62,-1.23,,NA,NA
24329,Wannon,Vic,2019,403,"TEHAN, Dan",Liberal,62733,21577,60.38,1.23,Elected,NA,NA
24256,Warringah,NSW,2019,403,"ABBOTT, Tony",Liberal,39395,-13333,42.76,42.76,,NA,NA
24256,Warringah,NSW,2019,403,"STEGGALL, Zali",Independent,52728,13333,57.24,57.24,Elected,NA,NA
24255,Watson,NSW,2019,403,"BURKE, Tony",Labor,53518,22786,63.52,-4.06,Elected,NA,NA
24255,Watson,NSW,2019,403,"ZAMAN, Mohammad",Liberal,30732,-22786,36.48,4.06,,NA,NA
24254,Wentworth,NSW,2019,403,"SHARMA, Dave",Liberal,46050,2346,51.31,51.31,Elected,NA,NA
24254,Wentworth,NSW,2019,403,"PHELPS, Kerryn",Independent,43704,-2346,48.69,48.69,,NA,NA
24253,Werriwa,NSW,2019,403,"MILLER, Shayne",Liberal,41959,-10311,44.53,2.73,,NA,NA
24253,Werriwa,NSW,2019,403,"STANLEY, Anne Maree",Labor,52270,10311,55.47,-2.73,Elected,NA,NA
24347,Whitlam,NSW,2019,403,"WENTWORTH, Stephen",Nationals,40130,-22411,39.09,39.09,,NA,NA
24347,Whitlam,NSW,2019,403,"JONES, Stephen",Labor,62541,22411,60.91,60.91,Elected,NA,NA
24320,Wide Bay,Qld,2019,403,"SCANES, Jason",Labor,34593,-24686,36.85,-4.96,,NA,NA
24320,Wide Bay,Qld,2019,403,"O'BRIEN, Llew",Liberal National Party of Queensland,59279,24686,63.15,4.96,Elected,NA,NA
24328,Wills,Vic,2019,403,"PULFORD, Adam",Greens,40192,-15706,41.83,-3.24,,NA,NA
24328,Wills,Vic,2019,403,"KHALIL, Peter",Labor,55898,15706,58.17,3.24,Elected,NA,NA
24350,Wright,Qld,2019,403,"McCREADIE, Pam",Labor,34322,-28249,35.42,-4.96,,NA,NA
24350,Wright,Qld,2019,403,"BUCHHOLZ, Scott",Liberal National Party of Queensland,62571,28249,64.58,4.96,Elected,NA,NA
24222,Adelaide,SA,2016,402,"COLOVIC, David",Liberal,43325,-8894,45.35,-0.7,,NA,NA
24222,Adelaide,SA,2016,402,"ELLIS, Kate",Labor,52219,8894,54.65,0.7,Elected,NA,NA
24225,Aston,Vic,2016,402,"TUDGE, Alan",Liberal,50142,14698,58.59,0.39,Elected,NA,NA
24225,Aston,Vic,2016,402,"KLISARIS, Paul",Labor,35444,-14698,41.41,-0.39,,NA,NA
24242,Ballarat,Vic,2016,402,"KING, Catherine",Labor,56002,14297,57.32,2.43,Elected,NA,NA
24242,Ballarat,Vic,2016,402,"WADE, Sarah",Liberal,41705,-14297,42.68,-2.43,,NA,NA
24205,Banks,NSW,2016,402,"GAMBIAN, Chris",Labor,43622,-2588,48.56,1.36,,NA,NA
24205,Banks,NSW,2016,402,"COLEMAN, David",Liberal,46210,2588,51.44,-1.36,Elected,NA,NA
24221,Barker,SA,2016,402,"STACEY, James",Nick Xenophon Group,42747,-8951,45.26,45.26,,NA,NA
24221,Barker,SA,2016,402,"PASIN, Tony",Liberal,51698,8951,54.74,54.74,Elected,NA,NA
24146,Barton,NSW,2016,402,"VARVARIS, Nickolas",Liberal,36571,-14560,41.7,-3.91,,NA,NA
24146,Barton,NSW,2016,402,"BURNEY, Linda",Labor,51131,14560,58.3,3.91,Elected,NA,NA
24211,Bass,Tas,2016,402,"HART, Ross",Labor,37119,8063,56.09,10.13,Elected,NA,NA
24211,Bass,Tas,2016,402,"NIKOLIC, Andrew",Liberal,29056,-8063,43.91,-10.13,,NA,NA
24226,Batman,Vic,2016,402,"BHATHAL, Alex",Greens,44124,-1853,48.97,9.58,,NA,NA
24226,Batman,Vic,2016,402,"FEENEY, David",Labor,45977,1853,51.03,-9.58,Elected,NA,NA
24241,Bendigo,Vic,2016,402,"CHESTERS, Lisa",Labor,52398,7293,53.74,2.48,Elected,NA,NA
24241,Bendigo,Vic,2016,402,"PURCELL, Megan",Liberal,45105,-7293,46.26,-2.48,,NA,NA
24145,Bennelong,NSW,2016,402,"HOWISON, Lyndal",Labor,37154,-17923,40.28,-1.95,,NA,NA
24145,Bennelong,NSW,2016,402,"ALEXANDER, John",Liberal,55077,17923,59.72,1.95,Elected,NA,NA
24144,Berowra,NSW,2016,402,"LEESER, Julian",Liberal,62470,30923,66.45,-2.6,Elected,NA,NA
24144,Berowra,NSW,2016,402,"ANDREWS, Josh",Labor,31547,-30923,33.55,2.6,,NA,NA
24100,Blair,Qld,2016,402,"NEUMANN, Shayne",Labor,50158,15129,58.88,3.62,Elected,NA,NA
24100,Blair,Qld,2016,402,"HARDING, Teresa",Liberal National Party of Queensland,35029,-15129,41.12,-3.62,,NA,NA
24143,Blaxland,NSW,2016,402,"CLARE, Jason",Labor,55507,31129,69.48,8.24,Elected,NA,NA
24143,Blaxland,NSW,2016,402,"FINDLAY, Felicity",Liberal,24378,-31129,30.52,-8.24,,NA,NA
24099,Bonner,Qld,2016,402,"FRASER HARDY, Laura",Labor,41907,-6095,46.61,0.3,,NA,NA
24099,Bonner,Qld,2016,402,"VASTA, Ross",Liberal National Party of Queensland,48002,6095,53.39,-0.3,Elected,NA,NA
24220,Boothby,SA,2016,402,"WARD, Mark",Labor,44308,-6672,46.5,3.62,,NA,NA
24220,Boothby,SA,2016,402,"FLINT, Nicolle",Liberal,50980,6672,53.5,-3.62,Elected,NA,NA
24098,Bowman,Qld,2016,402,"RICHARDS, Kim",Labor,39635,-13055,42.93,1.79,,NA,NA
24098,Bowman,Qld,2016,402,"LAMING, Andrew",Liberal National Party of Queensland,52690,13055,57.07,-1.79,Elected,NA,NA
24210,Braddon,Tas,2016,402,"KEAY, Justine",Labor,33759,2846,52.2,4.76,Elected,NA,NA
24210,Braddon,Tas,2016,402,"WHITELEY, Brett",Liberal,30913,-2846,47.8,-4.76,,NA,NA
24142,Bradfield,NSW,2016,402,"FLETCHER, Paul",Liberal,66513,39392,71.04,0.1,Elected,NA,NA
24142,Bradfield,NSW,2016,402,"GOMPERTZ, Katie",Labor,27121,-39392,28.96,-0.1,,NA,NA
24185,Brand,WA,2016,402,"KING, Madeleine",Labor,50202,18686,61.43,7.72,Elected,NA,NA
24185,Brand,WA,2016,402,"BUCHANAN, Craig",Liberal,31516,-18686,38.57,-7.72,,NA,NA
24097,Brisbane,Qld,2016,402,"EVANS, Trevor",Liberal National Party of Queensland,52693,11161,55.92,1.64,Elected,NA,NA
24097,Brisbane,Qld,2016,402,"O'NEILL, Pat",Labor,41532,-11161,44.08,-1.64,,NA,NA
24240,Bruce,Vic,2016,402,"KROGER, Helen",Liberal,38118,-6776,45.92,-2.28,,NA,NA
24240,Bruce,Vic,2016,402,"HILL, Julian",Labor,44894,6776,54.08,2.28,Elected,NA,NA
24094,Burt,WA,2016,402,"KEOGH, Matt",Labor,48177,11996,57.11,13.2,Elected,NA,NA
24094,Burt,WA,2016,402,"O'SULLIVAN, Matt",Liberal,36181,-11996,42.89,-13.2,,NA,NA
24141,Calare,NSW,2016,402,"GEE, Andrew",Nationals,61978,23678,61.81,-3.16,Elected,NA,NA
24141,Calare,NSW,2016,402,"JENNINGS, Jess",Labor,38300,-23678,38.19,3.16,,NA,NA
24239,Calwell,Vic,2016,402,"HSU, John",Liberal,28870,-32108,32.13,-4.01,,NA,NA
24239,Calwell,Vic,2016,402,"VAMVAKINOU, Maria",Labor,60978,32108,67.87,4.01,Elected,NA,NA
24243,Canberra,ACT,2016,402,"BRODTMANN, Gai",Labor,75247,21774,58.46,0.95,Elected,NA,NA
24243,Canberra,ACT,2016,402,"ADELAN-LANGFORD, Jessica",Liberal,53473,-21774,41.54,-0.95,,NA,NA
24187,Canning,WA,2016,402,"WINMAR, Barry",Labor,36507,-11480,43.21,4.56,,NA,NA
24187,Canning,WA,2016,402,"HASTIE, Andrew",Liberal,47987,11480,56.79,-4.56,Elected,NA,NA
24096,Capricornia,Qld,2016,402,"LANDRY, Michelle",Liberal National Party of Queensland,44633,1111,50.63,-0.14,Elected,NA,NA
24096,Capricornia,Qld,2016,402,"NEATON, Leisa",Labor,43522,-1111,49.37,0.14,,NA,NA
24238,Casey,Vic,2016,402,"MELKONIAN, Hovig",Labor,40528,-11175,43.94,1.11,,NA,NA
24238,Casey,Vic,2016,402,"SMITH, Tony",Liberal,51703,11175,56.06,-1.11,Elected,NA,NA
24140,Chifley,NSW,2016,402,"KUMAR, Mohit",Liberal,26367,-32835,30.81,-8.26,,NA,NA
24140,Chifley,NSW,2016,402,"HUSIC, Ed",Labor,59202,32835,69.19,8.26,Elected,NA,NA
24237,Chisholm,Vic,2016,402,"BANKS, Julia",Liberal,44437,2154,51.24,2.84,Elected,NA,NA
24237,Chisholm,Vic,2016,402,"PERRI, Stefanie",Labor,42283,-2154,48.76,-2.84,,NA,NA
24139,Cook,NSW,2016,402,"MORRISON, Scott",Liberal,59760,28135,65.39,-0.32,Elected,NA,NA
24139,Cook,NSW,2016,402,"ATKINS, David",Labor,31625,-28135,34.61,0.32,,NA,NA
24236,Corangamite,Vic,2016,402,"COKER, Libby",Labor,46126,-6165,46.87,0.81,,NA,NA
24236,Corangamite,Vic,2016,402,"HENDERSON, Sarah",Liberal,52291,6165,53.13,-0.81,Elected,NA,NA
24235,Corio,Vic,2016,402,"LANGE, Richard",Liberal,37779,-18877,40.01,-2.24,,NA,NA
24235,Corio,Vic,2016,402,"MARLES, Richard",Labor,56656,18877,59.99,2.24,Elected,NA,NA
24204,Cowan,WA,2016,402,"SIMPKINS, Luke",Liberal,40195,-1106,49.32,-5.2,,NA,NA
24204,Cowan,WA,2016,402,"ALY, Anne",Labor,41301,1106,50.68,5.2,Elected,NA,NA
24138,Cowper,NSW,2016,402,"OAKESHOTT, Robert James Murray",Independent,47017,-9426,45.44,45.44,,NA,NA
24138,Cowper,NSW,2016,402,"HARTSUYKER, Luke",Nationals,56443,9426,54.56,54.56,Elected,NA,NA
24137,Cunningham,NSW,2016,402,"BLICAVS, Michelle",Liberal,35547,-25830,36.68,-2.03,,NA,NA
24137,Cunningham,NSW,2016,402,"BIRD, Sharon",Labor,61377,25830,63.32,2.03,Elected,NA,NA
24188,Curtin,WA,2016,402,"CALLANAN, Melissa",Labor,25133,-35498,29.3,-2.48,,NA,NA
24188,Curtin,WA,2016,402,"BISHOP, Julie",Liberal,60631,35498,70.7,2.48,Elected,NA,NA
24095,Dawson,Qld,2016,402,"CHRISTENSEN, George",Liberal National Party of Queensland,48167,6034,53.34,-4.24,Elected,NA,NA
24095,Dawson,Qld,2016,402,"GILBERT, Frank",Labor,42133,-6034,46.66,4.24,,NA,NA
24234,Deakin,Vic,2016,402,"SUKKAR, Michael",Liberal,50264,10260,55.68,2.5,Elected,NA,NA
24234,Deakin,Vic,2016,402,"CLARK, Tony",Labor,40004,-10260,44.32,-2.5,,NA,NA
24209,Denison,Tas,2016,402,"AUSTIN, Jane",Labor,21478,-23698,32.22,-2.27,,NA,NA
24209,Denison,Tas,2016,402,"WILKIE, Andrew",Independent,45176,23698,67.78,2.27,Elected,NA,NA
24101,Dickson,Qld,2016,402,"LAVARCH, Linda",Labor,44011,-2911,48.4,5.12,,NA,NA
24101,Dickson,Qld,2016,402,"DUTTON, Peter",Liberal National Party of Queensland,46922,2911,51.6,-5.12,Elected,NA,NA
24136,Dobell,NSW,2016,402,"McBRIDE, Emma",Labor,52991,9308,54.81,4.63,Elected,NA,NA
24136,Dobell,NSW,2016,402,"McNAMARA, Karen",Liberal,43683,-9308,45.19,-4.63,,NA,NA
24233,Dunkley,Vic,2016,402,"CREWTHER, Chris",Liberal,45925,2557,51.43,-4.14,Elected,NA,NA
24233,Dunkley,Vic,2016,402,"MURPHY, Peta",Labor,43368,-2557,48.57,4.14,,NA,NA
24191,Durack,WA,2016,402,"MARTIN, Carol",Labor,29866,-16957,38.94,3.98,,NA,NA
24191,Durack,WA,2016,402,"PRICE, Melissa",Liberal,46823,16957,61.06,-3.98,Elected,NA,NA
24135,Eden-Monaro,NSW,2016,402,"HENDY, Peter",Liberal,44466,-5537,47.07,-5.84,,NA,NA
24135,Eden-Monaro,NSW,2016,402,"KELLY, Mike",Labor,50003,5537,52.93,5.84,Elected,NA,NA
24110,Fadden,Qld,2016,402,"ROBERT, Stuart",Liberal National Party of Queensland,54578,19752,61.05,-3.31,Elected,NA,NA
24110,Fadden,Qld,2016,402,"SCANLON, Meaghan",Labor,34826,-19752,38.95,3.31,,NA,NA
24111,Fairfax,Qld,2016,402,"ANDERSON, Scott",Labor,36164,-20135,39.11,0.79,,NA,NA
24111,Fairfax,Qld,2016,402,"O'BRIEN, Ted",Liberal National Party of Queensland,56299,20135,60.89,-0.79,Elected,NA,NA
24134,Farrer,NSW,2016,402,"LEY, Sussan",Liberal,68114,39649,70.53,-1.18,Elected,NA,NA
24134,Farrer,NSW,2016,402,"KUNDE, Christian",Labor,28465,-39649,29.47,1.18,,NA,NA
24190,Fenner,ACT,2016,402,"LEIGH, Andrew Keith",Labor,79242,34462,63.89,1.4,Elected,NA,NA
24190,Fenner,ACT,2016,402,"GUNNING, Robert",Liberal,44780,-34462,36.11,-1.4,,NA,NA
24112,Fisher,Qld,2016,402,"GISSANE, Bill",Labor,34292,-15181,40.94,0.69,,NA,NA
24112,Fisher,Qld,2016,402,"WALLACE, Andrew",Liberal National Party of Queensland,49473,15181,59.06,-0.69,Elected,NA,NA
24232,Flinders,Vic,2016,402,"GLEIXNER, Carolyn",Labor,42891,-15792,42.23,4.04,,NA,NA
24232,Flinders,Vic,2016,402,"HUNT, Greg",Liberal,58683,15792,57.77,-4.04,Elected,NA,NA
24127,Flynn,Qld,2016,402,"BEERS, Zac",Labor,42666,-1814,48.96,5.49,,NA,NA
24127,Flynn,Qld,2016,402,"O'DOWD, Ken",Liberal National Party of Queensland,44480,1814,51.04,-5.49,Elected,NA,NA
24126,Forde,Qld,2016,402,"van MANEN, Bert",Liberal National Party of Queensland,42486,1062,50.63,-3.75,Elected,NA,NA
24126,Forde,Qld,2016,402,"HARDMAN, Des",Labor,41424,-1062,49.37,3.75,,NA,NA
24203,Forrest,WA,2016,402,"MARINO, Nola",Liberal,52981,21271,62.56,-1.25,Elected,NA,NA
24203,Forrest,WA,2016,402,"LOUD, Lorrae",Labor,31710,-21271,37.44,1.25,,NA,NA
24133,Fowler,NSW,2016,402,"FARHAN, Adam",Liberal,27561,-29648,32.51,-4.6,,NA,NA
24133,Fowler,NSW,2016,402,"HAYES, Chris",Labor,57209,29648,67.49,4.6,Elected,NA,NA
24208,Franklin,Tas,2016,402,"MARKHAM, Amanda-Sue",Liberal,27343,-14921,39.28,-5.63,,NA,NA
24208,Franklin,Tas,2016,402,"COLLINS, Julie",Labor,42264,14921,60.72,5.63,Elected,NA,NA
24202,Fremantle,WA,2016,402,"KELLY, Pierrette",Liberal,36055,-12766,42.48,-2.12,,NA,NA
24202,Fremantle,WA,2016,402,"WILSON, Josh",Labor,48821,12766,57.52,2.12,Elected,NA,NA
24231,Gellibrand,Vic,2016,402,"WATTS, Tim",Labor,63060,33703,68.23,1.7,Elected,NA,NA
24231,Gellibrand,Vic,2016,402,"WILLIS, Ben",Liberal,29357,-33703,31.77,-1.7,,NA,NA
24132,Gilmore,NSW,2016,402,"SUDMALIS, Ann",Liberal,52336,1503,50.73,-3.05,Elected,NA,NA
24132,Gilmore,NSW,2016,402,"PHILLIPS, Fiona",Labor,50833,-1503,49.27,3.05,,NA,NA
24230,Gippsland,Vic,2016,402,"BHATTI, Shashi",Labor,28186,-32920,31.57,-2.59,,NA,NA
24230,Gippsland,Vic,2016,402,"CHESTER, Darren",Nationals,61106,32920,68.43,2.59,Elected,NA,NA
24229,Goldstein,Vic,2016,402,"WILSON, Tim",Liberal,58628,23716,62.68,1.65,Elected,NA,NA
24229,Goldstein,Vic,2016,402,"COOTE, Matthew Ross",Labor,34912,-23716,37.32,-1.65,,NA,NA
24228,Gorton,Vic,2016,402,"O'CONNOR, Brendan",Labor,68135,38165,69.45,3.33,Elected,NA,NA
24228,Gorton,Vic,2016,402,"LANG, Daryl",Liberal,29970,-38165,30.55,-3.33,,NA,NA
24147,Grayndler,NSW,2016,402,"CASEY, Jim",Greens,30050,-27822,34.18,34.18,,NA,NA
24147,Grayndler,NSW,2016,402,"ALBANESE, Anthony",Labor,57872,27822,65.82,65.82,Elected,NA,NA
24149,Greenway,NSW,2016,402,"KEANE, Yvonne",Liberal,38920,-11243,43.69,-3.33,,NA,NA
24149,Greenway,NSW,2016,402,"ROWLAND, Michelle",Labor,50163,11243,56.31,3.33,Elected,NA,NA
24219,Grey,SA,2016,402,"RAMSEY, Rowan",Liberal,46692,3508,51.95,51.95,Elected,NA,NA
24219,Grey,SA,2016,402,"BROADFOOT, Andrea",Nick Xenophon Group,43184,-3508,48.05,48.05,,NA,NA
24125,Griffith,Qld,2016,402,"WARD, Fiona",Liberal National Party of Queensland,44519,-2945,48.4,1.5,,NA,NA
24125,Griffith,Qld,2016,402,"BUTLER, Terri",Labor,47464,2945,51.6,-1.5,Elected,NA,NA
24124,Groom,Qld,2016,402,"HERBERTSON, Bronwyn",Labor,31658,-27931,34.69,1.16,,NA,NA
24124,Groom,Qld,2016,402,"McVEIGH, John",Liberal National Party of Queensland,59589,27931,65.31,-1.16,Elected,NA,NA
24201,Hasluck,WA,2016,402,"WYATT, Ken",Liberal,42294,3337,52.05,-3.97,Elected,NA,NA
24201,Hasluck,WA,2016,402,"LEADBETTER, Bill",Labor,38957,-3337,47.95,3.97,,NA,NA
24123,Herbert,Qld,2016,402,"O'TOOLE, Cathy",Labor,44187,37,50.02,6.19,Elected,NA,NA
24123,Herbert,Qld,2016,402,"JONES, Ewen",Liberal National Party of Queensland,44150,-37,49.98,-6.19,,NA,NA
24227,Higgins,Vic,2016,402,"O'DWYER, Kelly",Liberal,52359,14427,57.99,57.99,Elected,NA,NA
24227,Higgins,Vic,2016,402,"BALL, Jason",Greens,37932,-14427,42.01,42.01,,NA,NA
24218,Hindmarsh,SA,2016,402,"GEORGANAS, Steve",Labor,49586,1140,50.58,2.47,Elected,NA,NA
24218,Hindmarsh,SA,2016,402,"WILLIAMS, Matt",Liberal,48446,-1140,49.42,-2.47,,NA,NA
24122,Hinkler,Qld,2016,402,"PITT, Keith",Liberal National Party of Queensland,51804,14939,58.42,-0.62,Elected,NA,NA
24122,Hinkler,Qld,2016,402,"LAWSON, Tim",Labor,36865,-14939,41.58,0.62,,NA,NA
24207,Holt,Vic,2016,402,"BYRNE, Anthony",Labor,63929,28228,64.17,5.08,Elected,NA,NA
24207,Holt,Vic,2016,402,"MATHIAS, James",Liberal,35701,-28228,35.83,-5.08,,NA,NA
24224,Hotham,Vic,2016,402,"HUA, George",Liberal,37060,-13044,42.52,-0.21,,NA,NA
24224,Hotham,Vic,2016,402,"O'NEIL, Clare",Labor,50104,13044,57.48,0.21,Elected,NA,NA
24166,Hughes,NSW,2016,402,"KELLY, Craig",Liberal,55633,17490,59.33,-2.48,Elected,NA,NA
24166,Hughes,NSW,2016,402,"STEINWALL, Diedree",Labor,38143,-17490,40.67,2.48,,NA,NA
24150,Hume,NSW,2016,402,"CHAMPION-FASHOYIN, Aoife",Labor,37801,-19326,39.82,3.4,,NA,NA
24150,Hume,NSW,2016,402,"TAYLOR, Angus",Liberal,57127,19326,60.18,-3.4,Elected,NA,NA
24165,Hunter,NSW,2016,402,"ROGERS, Ruth",Nationals,36211,-24044,37.54,-6.78,,NA,NA
24165,Hunter,NSW,2016,402,"FITZGIBBON, Joel",Labor,60255,24044,62.46,6.78,Elected,NA,NA
24206,Indi,Vic,2016,402,"MIRABELLA, Sophie",Liberal,40716,-8705,45.17,-4.58,,NA,NA
24206,Indi,Vic,2016,402,"McGOWAN, Cathy",Independent,49421,8705,54.83,4.58,Elected,NA,NA
24186,Isaacs,Vic,2016,402,"DREYFUS, Mark",Labor,51538,10606,55.73,1.87,Elected,NA,NA
24186,Isaacs,Vic,2016,402,"SPENCER, Garry",Liberal,40932,-10606,44.27,-1.87,,NA,NA
24184,Jagajaga,Vic,2016,402,"MACKLIN, Jenny",Labor,50536,8642,54.67,1.54,Elected,NA,NA
24184,Jagajaga,Vic,2016,402,"MULHOLLAND, David",Liberal,41894,-8642,45.33,-1.54,,NA,NA
24121,Kennedy,Qld,2016,402,"KATTER, Bob",Katter's Australian Party,52570,19130,61.12,8.93,Elected,NA,NA
24121,Kennedy,Qld,2016,402,"PAVETTO, Jonathan",Liberal National Party of Queensland,33440,-19130,38.88,-8.93,,NA,NA
24164,Kingsford Smith,NSW,2016,402,"THISTLETHWAITE, Matt",Labor,53962,15790,58.57,5.83,Elected,NA,NA
24164,Kingsford Smith,NSW,2016,402,"FENELEY, Michael",Liberal,38172,-15790,41.43,-5.83,,NA,NA
24217,Kingston,SA,2016,402,"RISHWORTH, Amanda",Labor,62616,31841,67.05,7.35,Elected,NA,NA
24217,Kingston,SA,2016,402,"BINNS, Kelvin",Liberal,30775,-31841,32.95,-7.35,,NA,NA
24183,Kooyong,Vic,2016,402,"FRYDENBERG, Josh",Liberal,57007,24011,63.34,2.28,Elected,NA,NA
24183,Kooyong,Vic,2016,402,"D'ARCY, Marg",Labor,32996,-24011,36.66,-2.28,,NA,NA
24182,La Trobe,Vic,2016,402,"CURTIS, Simon",Labor,44948,-2701,48.54,2.55,,NA,NA
24182,La Trobe,Vic,2016,402,"WOOD, Jason",Liberal,47649,2701,51.46,-2.55,Elected,NA,NA
24181,Lalor,Vic,2016,402,"RYAN, Joanne",Labor,67731,28702,63.44,1.28,Elected,NA,NA
24181,Lalor,Vic,2016,402,"MURPHY, Gayle",Liberal,39029,-28702,36.56,-1.28,,NA,NA
24120,Leichhardt,Qld,2016,402,"ENTSCH, Warren",Liberal National Party of Queensland,47915,7022,53.95,-1.73,Elected,NA,NA
24120,Leichhardt,Qld,2016,402,"HOWES, Sharryn",Labor,40893,-7022,46.05,1.73,,NA,NA
24119,Lilley,Qld,2016,402,"KINGSTON, David",Liberal National Party of Queensland,42964,-10226,44.68,-4,,NA,NA
24119,Lilley,Qld,2016,402,"SWAN, Wayne",Labor,53190,10226,55.32,4,Elected,NA,NA
24163,Lindsay,NSW,2016,402,"SCOTT, Fiona",Liberal,43643,-1990,48.89,-4.1,,NA,NA
24163,Lindsay,NSW,2016,402,"HUSAR, Emma",Labor,45633,1990,51.11,4.1,Elected,NA,NA
24109,Lingiari,NT,2016,402,"SNOWDON, Warren",Labor,25048,7221,58.42,7.54,Elected,NA,NA
24109,Lingiari,NT,2016,402,"MacFARLANE, Tina",Country Liberal,17827,-7221,41.58,-7.54,,NA,NA
24118,Longman,Qld,2016,402,"LAMB, Susan",Labor,44729,1390,50.79,7.71,Elected,NA,NA
